esriid,pctHHInc0,pctHHInc10,pctHHInc15,pctHHInc25,pctHHInc35,pctHHInc50,pctHHInc75,pctHHInc100,pctHHInc150,pctHHInc200,pctNumHHEarnings,pctNumHHPubAssist,pctNumHHFoodStmp,MedianHHInc,AvgHHInc,pctFamHHs,pctFamHHInc0,pctFamHHInc10,pctFamHHInc15,pctFamHHInc25,pctFamHHInc35,pctFamHHInc50,pctFamHHInc75,pctFamHHInc100,pctFamHHInc150,pctFamHHInc200,MedianFamInc,AvgFamInc,PCI,pctFullTimeWorkersMale,pctFullTimeWorkersFemale,MedianEarningsMale,MedianEarningsFemale,pctPoor,pctPoorUnder18,pctPoor18to64,pctPoorOver65,LaborForce,pctOwnKidsU6AllPrntsWk,pctOwnKidsO6AllPrntsWk,pctNotInsuredUnder65,pctNotInsuredUnder18
11228,4.50,4.80,10.80,7.80,10.90,17.80,12.00,16.60,7.70,7.20,77.70,2.60,11.70,62821.00,86920.00,73.40,2.20,3.60,9.30,7.00,10.00,18.50,12.40,18.30,9.70,9.10,74211.00,98023.00,29683.00,59.70,40.30,53369.00,50799.00,11.90,17.00,10.80,9.70,22479.00,59.10,61.00,9.10,1.50
11229,8.50,7.00,11.70,8.30,12.60,17.20,10.80,14.30,4.80,4.80,74.70,3.30,18.30,51985.00,70010.00,67.70,4.20,4.90,10.40,8.10,12.40,17.70,11.10,18.30,6.50,6.30,62806.00,81708.00,27246.00,56.90,43.10,51314.00,44454.00,15.00,21.10,12.10,18.60,39723.00,57.80,62.70,8.40,2.00
11230,12.30,8.20,12.80,10.50,11.80,15.00,10.00,9.90,4.50,5.00,75.30,2.70,24.60,41820.00,66750.00,66.00,5.60,6.70,12.00,11.90,12.10,15.20,11.10,12.50,6.10,6.90,52534.00,80220.00,23792.00,60.30,39.70,46350.00,40251.00,24.10,30.20,20.60,27.50,38187.00,43.90,49.80,14.10,4.10
11231,11.40,4.20,6.30,5.80,7.20,11.30,10.60,16.70,10.50,16.00,80.70,3.20,15.40,83383.00,118321.00,54.10,7.40,4.60,5.40,4.90,8.70,9.80,9.10,15.90,11.60,22.70,100553.00,146207.00,52748.00,51.30,48.70,81045.00,61233.00,16.30,19.10,14.20,27.50,20997.00,71.00,72.80,10.40,3.20
11232,7.40,5.10,13.10,13.40,16.50,17.60,11.80,10.20,2.50,2.30,87.10,3.60,27.90,44583.00,59324.00,68.70,6.10,4.40,17.40,14.70,15.60,17.60,8.90,10.20,3.10,2.10,41933.00,57882.00,19325.00,62.60,37.40,30083.00,33367.00,27.80,40.50,23.70,23.80,15346.00,57.10,63.20,25.50,5.40
11233,17.10,9.80,13.70,9.90,13.60,15.00,7.80,8.80,2.70,1.60,72.20,7.70,33.20,34432.00,49486.00,64.20,14.50,7.90,13.70,10.00,12.00,17.10,9.30,9.90,3.70,1.90,39712.00,55275.00,19696.00,42.80,57.20,41076.00,40852.00,30.80,41.90,26.50,29.80,32098.00,59.40,65.80,14.70,4.20
11234,5.50,3.10,7.90,8.80,11.80,17.80,13.20,17.80,8.60,5.60,80.90,2.10,11.40,67713.00,85437.00,75.50,2.90,1.80,5.60,7.40,12.30,18.00,13.50,21.30,10.50,6.70,78885.00,96004.00,29736.00,50.00,50.00,52862.00,50942.00,9.60,13.30,8.30,9.00,49267.00,64.80,78.30,10.50,4.20
11235,16.00,8.20,10.30,10.40,9.10,13.80,10.00,13.00,4.40,4.80,66.80,2.30,24.10,42257.00,67317.00,59.10,5.60,6.80,9.50,10.30,9.00,15.50,11.20,17.70,6.70,7.70,63335.00,87341.00,29182.00,52.00,48.00,53248.00,47291.00,22.00,23.70,17.30,34.30,35346.00,57.70,62.40,12.20,5.30
11236,8.20,3.90,7.80,8.80,13.50,18.30,14.80,14.80,6.70,3.20,85.60,3.20,16.20,60135.00,73164.00,76.40,6.70,2.70,6.30,8.00,13.30,18.60,15.90,16.30,8.20,4.00,66897.00,80066.00,24929.00,44.60,55.40,45228.00,44053.00,14.50,20.50,12.10,16.30,52503.00,72.80,80.10,12.90,5.00
11237,12.70,5.60,13.20,11.30,15.50,16.00,10.60,9.90,3.70,1.60,83.10,5.30,35.60,42496.00,57515.00,66.90,11.10,7.20,16.40,14.80,14.40,15.90,7.90,8.00,3.10,1.30,35521.00,52020.00,18373.00,63.30,36.70,28318.00,30071.00,31.80,44.80,27.40,32.90,30358.00,59.40,67.00,32.80,3.80
11238,6.80,4.40,9.30,5.80,11.10,14.90,15.10,17.50,8.00,7.10,82.50,2.10,12.90,69491.00,89269.00,42.80,4.20,3.00,9.40,6.10,9.40,14.20,14.90,17.40,10.30,11.00,80423.00,105773.00,40557.00,48.40,51.60,58030.00,52743.00,13.90,13.00,13.50,17.50,32899.00,74.70,84.30,12.40,2.80
11239,19.40,16.00,11.90,8.20,18.90,15.80,5.30,3.20,0.40,0.90,56.80,8.10,36.10,27886.00,38019.00,54.60,10.40,13.60,12.30,8.60,20.70,20.10,6.70,5.10,0.80,1.70,40550.00,47407.00,19169.00,34.10,65.90,39575.00,48381.00,31.80,32.20,25.80,45.20,5140.00,74.30,82.20,6.40,2.00
11351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
11354,9.60,5.50,11.60,12.50,12.90,17.80,12.30,10.70,3.60,3.60,78.20,2.50,16.00,46650.00,63883.00,70.10,5.90,5.10,10.90,12.70,14.40,18.50,12.40,12.30,3.80,4.10,50706.00,67525.00,23833.00,58.70,41.30,42193.00,37232.00,18.70,21.90,17.90,19.00,29018.00,57.60,66.60,25.60,6.00
11355,12.10,6.50,14.50,11.50,13.70,16.50,9.10,10.10,3.90,2.20,78.50,3.10,16.20,40539.00,56359.00,70.70,7.30,5.10,15.60,13.80,15.20,16.50,9.00,11.10,4.10,2.20,42626.00,59494.00,19811.00,57.90,42.10,35813.00,33435.00,22.20,23.10,21.00,26.40,41487.00,49.90,57.10,30.00,14.80
11356,5.20,2.40,10.20,8.00,14.60,19.90,17.30,12.90,5.80,3.70,85.90,2.90,13.20,59084.00,73994.00,74.50,3.70,2.90,8.50,8.60,14.20,19.20,16.20,15.30,6.90,4.50,63084.00,79167.00,24417.00,59.80,40.20,41932.00,39961.00,12.30,15.90,10.90,12.30,12126.00,57.70,67.90,20.90,6.40
11357,3.90,2.90,8.40,9.50,9.00,17.20,13.20,21.20,8.30,6.60,73.70,1.00,4.90,73189.00,91409.00,72.00,1.60,1.10,6.20,7.10,8.50,17.80,15.00,24.30,10.20,8.20,86330.00,103234.00,34857.00,56.70,43.30,65545.00,54388.00,5.90,5.70,5.70,6.80,19656.00,62.60,59.80,11.30,5.00
11358,5.80,4.20,7.70,8.70,10.50,18.90,13.50,16.50,7.90,6.20,80.70,1.80,7.20,67277.00,82641.00,74.20,3.70,4.10,4.40,8.30,10.50,18.30,14.60,18.70,9.40,7.90,75874.00,92204.00,30097.00,56.40,43.60,51149.00,50409.00,10.90,13.70,10.40,9.80,19706.00,60.60,63.70,21.40,9.20
11359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
11360,5.50,2.20,9.20,4.90,9.90,15.70,11.60,19.70,11.60,9.70,72.40,0.50,4.30,79513.00,99142.00,62.80,2.80,0.50,4.50,5.10,8.50,14.50,11.50,24.20,15.00,13.40,104077.00,117773.00,43697.00,54.10,45.90,80034.00,66164.00,6.40,8.50,5.70,6.60,10054.00,71.80,72.20,6.60,0.80
11361,4.10,3.20,8.50,6.70,9.80,15.90,14.70,19.70,10.30,7.10,82.40,1.40,5.40,77219.00,92549.00,70.30,2.60,1.80,6.00,6.30,10.50,15.80,15.20,21.00,11.30,9.30,85258.00,101892.00,33806.00,55.30,44.70,62579.00,53056.00,8.20,9.50,8.30,6.10,16382.00,75.70,62.70,12.80,4.60
11362,4.50,2.90,6.10,9.10,7.10,16.30,16.80,20.70,9.60,6.80,77.00,0.20,5.30,82058.00,94462.00,65.70,2.60,0.50,4.10,6.30,5.60,17.50,16.50,24.20,13.40,9.30,95037.00,110294.00,38018.00,53.20,46.80,57400.00,61197.00,8.20,9.50,8.40,6.20,9506.00,64.50,68.80,13.00,4.30
11363,1.70,1.40,3.80,5.80,10.80,14.30,20.40,21.50,8.00,12.50,82.50,1.10,4.50,92711.00,124271.00,73.70,0.50,0.00,2.30,5.50,11.30,8.60,21.00,25.40,9.50,15.90,102690.00,143987.00,42724.00,62.10,37.90,62396.00,60066.00,5.90,9.40,4.80,5.10,4074.00,65.50,76.20,12.80,1.30
11364,4.80,4.10,8.40,6.70,10.50,17.00,14.80,19.10,8.10,6.60,79.20,1.60,7.20,72344.00,86922.00,67.40,3.30,3.50,6.10,5.20,10.40,16.70,14.90,20.60,10.00,9.30,83814.00,98784.00,33783.00,56.80,43.20,59689.00,56348.00,8.60,8.80,8.80,7.80,17884.00,62.20,64.60,13.30,6.00
11365,8.30,4.40,10.20,9.10,11.40,16.90,14.40,14.80,5.70,4.70,75.80,3.90,10.90,58990.00,74919.00,71.20,5.20,2.90,7.60,8.40,10.60,19.20,16.90,16.10,6.90,6.10,70864.00,84762.00,27555.00,57.10,42.90,53975.00,49547.00,14.50,19.10,12.70,15.00,20756.00,52.30,62.10,14.10,1.80
11366,7.40,3.70,6.40,6.50,8.80,19.30,11.40,16.80,11.30,8.40,77.80,1.90,6.60,71692.00,93798.00,76.20,1.70,2.00,4.00,6.60,8.60,20.60,12.70,19.10,14.20,10.50,90353.00,107300.00,31680.00,56.70,43.30,55712.00,49088.00,13.40,13.30,14.00,10.30,6498.00,48.50,59.40,8.80,2.00
11367,7.70,6.20,10.30,7.90,12.50,19.10,11.10,14.50,6.70,3.90,79.10,4.30,13.60,54218.00,72653.00,68.80,4.90,4.20,7.70,7.50,12.90,20.40,11.50,17.90,7.80,5.00,64664.00,82832.00,26144.00,56.10,43.90,48374.00,49130.00,15.90,19.40,15.40,11.80,19209.00,49.70,51.70,11.10,2.50
11368,6.90,5.70,13.10,12.40,17.20,18.20,12.40,10.70,2.00,1.30,85.50,6.00,29.40,45014.00,56401.00,75.30,6.80,5.10,15.20,12.60,16.90,18.60,11.30,10.60,1.70,1.20,43909.00,55158.00,16061.00,68.90,31.10,26741.00,28901.00,24.50,35.60,21.00,20.30,57519.00,57.80,64.50,36.60,4.50
11369,6.10,2.90,11.40,11.70,15.10,19.10,14.50,12.10,4.80,2.20,86.40,2.60,14.70,54181.00,67335.00,71.90,3.90,3.00,10.90,10.60,15.40,20.60,14.50,13.10,5.70,2.20,58571.00,70695.00,21072.00,62.80,37.20,34946.00,35096.00,17.90,23.30,17.10,12.00,21006.00,60.60,69.80,28.10,10.60
11370,9.30,4.00,10.10,8.60,13.50,16.00,15.10,13.30,7.00,3.10,81.10,3.30,14.90,54196.00,69161.00,74.30,7.90,2.30,8.10,10.30,12.10,18.70,13.40,15.90,8.20,3.10,57298.00,74039.00,18161.00,63.60,36.40,36491.00,41438.00,16.30,21.60,14.50,17.80,14595.00,46.20,62.80,22.60,3.00
11371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
11372,7.30,4.70,14.60,13.40,12.90,18.60,12.70,10.30,2.50,3.20,81.30,4.90,14.70,46402.00,62444.00,56.80,3.40,3.00,16.30,13.80,15.60,17.60,12.80,11.50,2.70,3.20,47977.00,64954.00,25416.00,64.10,35.90,36576.00,35092.00,19.80,27.80,17.80,19.60,34530.00,52.80,61.50,27.10,4.10
11373,7.10,5.80,12.10,11.70,14.00,20.60,9.70,11.40,3.90,3.80,84.70,4.30,15.40,49042.00,65470.00,70.60,4.50,4.50,12.80,11.70,14.70,21.30,11.20,11.40,3.80,4.10,51548.00,68525.00,21905.00,64.20,35.80,34204.00,35869.00,19.80,25.80,18.50,17.30,52538.00,53.20,59.60,29.00,4.20
11374,8.50,5.80,10.90,9.30,14.90,16.40,12.20,13.40,5.50,3.20,75.80,1.80,12.80,50606.00,68255.00,53.10,2.70,4.60,8.90,7.70,15.00,14.10,14.60,20.20,8.10,4.30,70158.00,83787.00,32415.00,54.50,45.50,52369.00,51600.00,12.90,10.80,11.50,20.30,22533.00,61.10,67.60,14.90,4.30
11375,5.30,4.20,7.90,6.20,10.60,18.20,13.00,17.30,8.80,8.50,77.20,1.30,6.10,71643.00,94340.00,54.10,2.60,1.90,5.20,5.40,7.90,16.60,13.40,21.90,12.30,12.70,94260.00,116563.00,44032.00,54.80,45.20,71453.00,62372.00,8.70,10.30,7.60,11.20,37544.00,63.30,66.20,9.80,5.20
11377,6.30,4.90,10.70,11.90,16.80,19.90,11.80,11.80,3.40,2.70,84.30,4.60,12.80,49641.00,63387.00,63.20,4.50,3.10,10.80,12.10,18.10,19.30,12.60,12.60,3.70,3.10,51720.00,67134.00,23505.00,61.20,38.80,36172.00,36974.00,15.80,20.50,14.80,14.50,48805.00,54.60,59.70,26.10,4.10
11378,8.60,4.20,9.70,9.70,13.20,19.30,13.80,12.60,5.30,3.50,77.60,1.80,5.60,56278.00,69886.00,58.20,3.10,1.70,7.10,9.70,12.60,20.10,15.70,17.20,8.20,4.60,69587.00,85781.00,29422.00,55.30,44.70,48941.00,44915.00,11.90,16.00,11.40,8.20,16781.00,51.30,70.10,18.20,5.00
11379,5.80,4.80,8.70,7.60,10.00,15.50,15.10,19.30,8.00,5.20,75.50,1.20,4.80,71393.00,84041.00,65.80,3.90,2.80,5.40,6.50,7.80,15.80,17.00,23.40,10.70,6.80,85601.00,98115.00,33357.00,55.90,44.10,56495.00,53004.00,9.80,13.20,9.10,9.10,18219.00,67.10,65.30,11.50,3.90
11385,8.90,4.60,11.80,8.80,12.70,17.60,14.40,13.90,4.40,2.90,78.80,3.20,9.70,53558.00,66944.00,69.40,7.00,2.70,9.50,9.00,12.60,19.70,15.70,15.10,5.10,3.50,60993.00,73072.00,24197.00,57.00,43.00,42581.00,37480.00,17.30,26.30,14.50,16.60,50402.00,53.80,61.90,20.30,4.50
11411,2.50,1.70,5.90,8.40,10.30,19.20,11.80,23.40,11.40,5.40,80.40,3.40,11.50,81117.00,93666.00,76.70,1.20,0.70,3.10,6.40,7.60,20.30,13.10,28.20,13.10,6.40,94101.00,103365.00,31752.00,47.80,52.20,51582.00,49956.00,4.40,4.40,3.60,6.90,10157.00,72.10,83.60,12.00,4.80
11412,3.90,2.90,9.40,7.40,11.20,19.30,15.10,20.60,6.70,3.60,84.70,3.30,15.10,70709.00,80823.00,79.00,1.80,2.00,7.00,6.50,11.30,19.90,17.00,23.20,7.50,3.90,77169.00,87603.00,25496.00,44.50,55.50,44313.00,42596.00,9.40,14.90,7.90,7.40,21652.00,85.40,90.50,15.50,8.40
11413,3.20,2.90,6.10,6.70,10.60,17.30,16.20,21.10,11.00,5.00,84.40,4.60,14.40,80237.00,91263.00,79.90,1.70,1.70,5.10,5.50,11.00,16.90,17.70,22.50,12.50,5.40,84831.00,97161.00,28580.00,44.40,55.60,51336.00,45506.00,7.10,9.90,6.10,7.40,22215.00,74.50,79.60,12.00,4.40
11414,3.90,5.30,8.10,7.20,12.40,16.90,13.80,15.00,9.70,7.60,75.10,1.40,8.50,69088.00,90543.00,73.20,1.80,2.80,5.30,6.50,11.80,15.40,16.10,18.40,11.40,10.40,83792.00,106179.00,35199.00,52.90,47.10,60923.00,52141.00,8.90,11.70,9.00,6.20,14754.00,78.10,70.50,8.00,3.20
11415,4.00,4.30,9.30,8.50,12.40,19.20,14.50,14.70,7.90,5.20,79.40,3.90,8.30,64696.00,80185.00,54.80,2.20,2.20,10.00,5.70,10.50,19.00,13.20,17.80,11.60,7.80,75465.00,92611.00,35734.00,58.20,41.80,57235.00,53380.00,11.40,15.90,9.80,13.20,10860.00,60.50,65.80,11.30,4.20
11416,5.90,3.40,11.50,7.50,14.00,21.50,14.30,11.50,5.40,4.90,90.20,2.80,22.90,58621.00,73653.00,81.10,6.50,2.70,7.50,7.10,14.50,23.00,14.90,13.00,5.90,5.10,60372.00,77103.00,21338.00,57.60,42.40,41627.00,37877.00,16.30,23.60,14.00,12.70,13458.00,60.00,61.50,16.40,3.20
11417,6.80,4.50,9.30,5.70,10.90,22.70,14.30,16.10,6.40,3.40,84.30,3.00,19.30,61617.00,77103.00,78.80,5.10,3.30,9.50,6.00,10.40,22.40,14.30,18.40,7.30,3.40,67229.00,81215.00,24237.00,57.90,42.10,44537.00,44153.00,15.50,20.80,13.90,13.70,16120.00,60.30,61.70,15.80,2.40
11418,6.70,4.70,7.20,9.30,10.50,21.80,15.00,16.20,5.80,2.90,87.10,3.70,17.50,61472.00,72887.00,74.50,5.30,4.40,7.50,9.90,12.10,19.10,14.30,17.80,6.80,2.90,62216.00,74930.00,23317.00,60.30,39.70,43370.00,39900.00,14.60,19.20,13.20,13.00,19268.00,56.30,61.10,20.00,3.60
11419,6.20,4.80,10.70,11.20,12.90,17.90,13.70,13.90,5.90,2.70,88.80,3.10,18.00,55557.00,68973.00,85.20,5.10,3.50,9.90,11.90,13.50,18.20,14.10,15.10,5.60,3.00,59080.00,71157.00,19170.00,59.10,40.90,37368.00,34142.00,17.80,25.40,15.90,14.30,25120.00,53.80,62.50,21.20,3.90
11420,5.50,3.50,9.90,10.20,14.90,17.30,12.80,16.00,5.30,4.50,85.80,6.70,17.30,57784.00,76420.00,84.30,3.10,2.30,8.50,10.30,16.10,18.20,13.20,17.50,6.00,4.90,61909.00,81797.00,22129.00,53.90,46.10,43051.00,37773.00,12.30,17.90,10.70,10.60,25962.00,59.10,67.70,18.80,7.60
11421,5.30,4.30,9.80,9.20,12.20,18.30,13.80,15.50,6.80,4.80,86.60,2.70,18.40,61974.00,78375.00,80.60,4.90,3.70,8.30,8.40,11.70,18.60,15.20,16.20,8.00,5.00,64817.00,82800.00,23475.00,54.20,45.80,41580.00,38964.00,15.40,21.80,13.70,11.50,22355.00,62.40,71.00,17.00,3.60
11422,3.10,2.00,4.60,6.60,12.80,15.70,16.10,21.90,12.00,5.10,89.60,4.40,15.70,83631.00,92001.00,79.20,3.40,1.30,2.70,5.70,12.40,14.40,17.20,24.70,12.30,5.90,91309.00,98020.00,29035.00,42.70,57.30,51690.00,45026.00,8.40,13.50,6.90,6.20,17802.00,71.00,75.50,11.10,4.30
11423,7.20,3.30,9.90,7.50,15.00,16.90,12.10,15.50,8.90,3.80,81.90,4.90,18.60,60161.00,78204.00,73.60,3.40,2.10,7.70,6.90,14.20,18.10,13.80,17.80,11.00,4.90,71974.00,87738.00,25657.00,53.00,47.00,41713.00,40771.00,10.80,14.60,10.50,7.00,17518.00,74.80,72.40,15.20,5.10
11424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
11425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
11426,4.50,2.00,6.60,4.90,11.60,17.40,17.10,17.90,10.80,7.20,84.00,1.10,4.90,77917.00,96119.00,77.50,3.90,1.10,3.50,5.80,10.90,14.90,18.00,20.90,12.00,8.90,87813.00,106175.00,31453.00,60.30,39.70,57241.00,48958.00,9.10,14.10,8.20,6.20,10298.00,57.20,56.70,11.10,7.70
11427,5.20,4.10,7.60,7.00,11.40,18.00,15.20,19.00,6.40,6.20,81.60,3.00,8.90,69847.00,85937.00,73.90,2.40,1.60,6.60,5.20,10.20,18.10,16.90,24.10,7.60,7.30,85622.00,95752.00,29657.00,52.90,47.10,48046.00,48884.00,11.20,13.50,11.20,8.20,11969.00,60.70,63.40,14.50,4.10
11428,4.30,2.30,8.70,9.90,13.10,16.80,16.80,19.20,6.40,2.50,85.90,6.50,14.10,68077.00,77377.00,86.40,2.90,2.30,9.10,8.80,11.80,15.90,18.10,21.70,7.00,2.40,73481.00,81113.00,23357.00,57.80,42.20,41584.00,39694.00,10.90,19.20,9.10,7.90,11165.00,71.20,64.20,15.10,5.70
11429,6.00,4.50,8.20,6.60,10.60,16.00,16.20,17.10,10.80,4.10,84.40,4.30,17.60,71208.00,83725.00,83.50,4.30,2.10,8.10,6.30,10.90,18.30,16.60,17.90,11.30,4.30,75185.00,88176.00,24564.00,47.50,52.50,48136.00,42240.00,12.20,19.30,10.70,8.50,15248.00,75.50,80.90,16.00,5.40
11430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8278.00,100.00,0.00,,,83.60,,82.90,100.00,111.00,,,6.70,
11432,7.60,4.50,12.60,12.00,13.50,18.40,10.20,11.60,5.40,4.20,85.20,3.40,18.10,49631.00,67770.00,70.40,5.20,3.40,12.90,10.80,14.70,18.30,10.10,13.30,5.80,5.50,52442.00,73769.00,21641.00,59.70,40.30,37268.00,40282.00,21.60,29.50,19.60,18.50,31185.00,56.10,63.70,18.10,5.90
11433,12.70,7.70,11.30,7.90,14.60,15.50,13.90,10.30,4.30,1.80,74.10,7.60,36.60,44799.00,58601.00,72.80,10.20,3.50,8.90,9.10,15.00,17.40,16.70,11.40,5.60,2.30,52875.00,65876.00,17236.00,46.20,53.80,38856.00,39135.00,20.80,27.90,16.60,23.70,17023.00,76.70,71.30,14.60,4.30
11434,6.00,4.50,8.70,9.60,13.30,19.00,14.90,16.30,5.30,2.40,80.70,3.60,19.60,58178.00,70272.00,70.10,3.80,2.30,6.20,8.80,13.40,19.30,17.60,19.70,6.10,2.80,68162.00,78336.00,23690.00,44.30,55.70,42377.00,42964.00,13.40,18.40,11.50,13.40,33693.00,73.40,82.00,12.40,4.50
11435,6.60,5.20,11.00,9.60,15.10,21.20,10.10,14.30,5.00,2.00,84.20,3.90,15.20,52939.00,65791.00,68.20,3.90,4.10,10.40,9.80,15.00,20.70,10.90,16.60,6.40,2.20,58127.00,71822.00,23353.00,55.50,44.50,40929.00,41395.00,17.90,24.50,16.50,13.50,30527.00,67.70,70.30,22.90,5.80
11436,4.60,3.10,7.30,8.80,14.50,20.00,15.80,16.70,6.50,2.60,84.00,4.90,18.60,61544.00,74994.00,79.40,3.60,1.40,5.90,8.70,14.40,20.80,18.50,16.60,7.40,2.80,65789.00,79160.00,23204.00,51.80,48.20,42006.00,39643.00,13.20,19.30,12.20,6.70,9800.00,75.20,74.10,14.80,4.30
11451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
11691,17.60,8.30,13.20,7.70,10.70,14.90,10.50,9.80,3.90,3.20,72.60,6.00,39.10,39986.00,56999.00,66.90,10.40,5.50,11.60,8.40,13.20,18.50,11.80,11.30,5.30,3.90,50895.00,66682.00,19097.00,49.40,50.60,40950.00,38531.00,25.20,33.10,20.20,30.60,26759.00,55.10,67.40,14.70,3.50
11692,10.40,8.20,12.10,13.60,14.60,15.90,10.00,9.80,3.00,2.40,78.00,7.80,31.00,40298.00,58042.00,70.90,8.90,8.80,11.60,10.70,17.30,15.60,9.30,11.30,3.60,2.90,42824.00,60729.00,21118.00,51.00,49.00,47167.00,37198.00,22.60,34.70,18.80,8.50,7431.00,54.70,64.20,12.20,2.70
11693,14.40,2.20,9.40,9.00,13.60,19.80,9.70,16.20,2.90,2.70,73.00,7.00,20.40,51116.00,62443.00,61.60,14.00,1.40,9.00,7.60,13.00,21.00,9.20,18.60,2.90,3.20,56027.00,66745.00,25732.00,50.40,49.60,56731.00,47319.00,20.50,35.90,16.20,14.30,5141.00,54.40,48.90,12.60,4.80
11694,4.80,5.90,7.20,8.20,8.70,14.80,16.20,17.30,8.90,8.00,76.90,0.70,9.00,75615.00,95102.00,62.00,1.60,1.50,5.60,7.10,5.70,14.10,18.40,21.70,13.40,10.90,90987.00,114787.00,37351.00,54.30,45.70,68737.00,52292.00,6.60,2.20,8.10,7.60,9572.00,65.10,56.50,9.70,4.80
11697,1.10,2.90,9.40,6.90,10.80,14.50,14.30,18.90,11.60,9.50,65.80,0.00,2.60,82230.00,100398.00,67.40,1.70,0.70,3.40,6.40,7.00,9.80,18.60,24.20,16.30,11.90,104321.00,116878.00,39540.00,56.50,43.50,88889.00,68833.00,3.00,2.40,3.50,2.60,1627.00,59.30,60.30,3.70,3.00
13290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,